DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2021-12-01 01:51:00,6,-1,62,WSW,16,0,1015.24,0,Cloudy
2021-12-01 02:51:00,6,-1,62,WSW,16,0,1015.92,0,Cloudy
2021-12-01 03:51:00,5,-1,65,W,19,0,1016.93,0,Partly Cloudy
2021-12-01 04:51:00,5,-2,62,W,23,0,1017.61,0,Fair
2021-12-01 05:51:00,5,-2,60,W,23,0,1018.63,0,Fair
2021-12-01 06:51:00,5,-3,57,W,19,0,1019.64,0,Fair
2021-12-01 07:51:00,5,-3,55,W,21,0,1020.32,0,Partly Cloudy
2021-12-01 08:51:00,6,-3,55,W,16,0,1021.0,0,Mostly Cloudy
2021-12-01 09:51:00,7,-3,49,WNW,23,0,1021.67,0,Mostly Cloudy
2021-12-01 10:51:00,8,-3,44,W,21,0,1022.01,0,Mostly Cloudy
2021-12-01 11:51:00,9,-3,42,W,23,0,1021.67,0,Partly Cloudy
2021-12-01 12:51:00,9,-4,39,W,16,0,1021.34,0,Mostly Cloudy
2021-12-01 13:51:00,9,-4,39,W,23,0,1021.0,0,Mostly Cloudy
2021-12-01 14:51:00,9,-3,41,W,13,0,1020.66,0,Mostly Cloudy
2021-12-01 15:51:00,9,-2,46,SW,16,0,1020.32,0,Mostly Cloudy
2021-12-01 16:51:00,8,-3,47,W,13,0,1020.32,0,Mostly Cloudy
2021-12-01 17:51:00,7,-2,53,W,10,0,1020.66,0,Mostly Cloudy
2021-12-01 18:51:00,6,-3,53,WSW,8,0,1021.0,0,Mostly Cloudy
2021-12-01 19:51:00,7,-3,51,CALM,0,0,1021.0,0,Cloudy
2021-12-01 20:51:00,7,-2,55,CALM,0,0,1021.34,0,Cloudy
2021-12-01 21:51:00,7,-2,55,E,8,0,1020.66,0,Cloudy
2021-12-01 22:51:00,8,1,61,S,11,0,1020.32,0,Cloudy
2021-12-01 23:51:00,8,3,68,SSW,11,0,1019.98,0,Cloudy
2021-12-02 00:51:00,8,4,76,S,13,0,1018.96,0,Light Rain
