DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2022-11-01 00:17:00,15,14,96,SSW,14,0,1016.59,0,Light Rain
2022-11-01 00:51:00,15,14,93,SW,14,0,1016.93,0,Cloudy
2022-11-01 01:26:00,15,14,96,SSW,11,0,1016.59,0,Cloudy
2022-11-01 01:51:00,15,14,96,SSW,8,0,1016.59,0,Cloudy
2022-11-01 02:07:00,15,14,96,SSW,8,0,1016.26,0,Cloudy
2022-11-01 02:51:00,15,14,96,CALM,0,0,1016.26,0,Cloudy
2022-11-01 03:51:00,16,14,93,SSW,11,0,1016.59,0,Rain
2022-11-01 04:51:00,15,14,96,S,11,0,1015.92,5,Cloudy
2022-11-01 05:48:00,15,14,94,S,8,0,1015.58,0,Cloudy
2022-11-01 05:51:00,15,14,96,SSE,8,0,1015.58,0,Cloudy
2022-11-01 06:51:00,16,15,96,S,10,0,1015.58,0,Cloudy
2022-11-01 07:51:00,16,15,96,SSW,13,0,1015.92,0,Cloudy
2022-11-01 08:27:00,16,15,96,SSW,13,0,1016.26,0,Cloudy
2022-11-01 08:51:00,16,15,96,SW,11,0,1016.26,0,Cloudy
2022-11-01 09:51:00,17,15,90,WSW,14,0,1016.26,0,Mostly Cloudy
2022-11-01 10:51:00,17,15,90,SW,16,0,1016.26,0,Cloudy
2022-11-01 11:46:00,17,15,88,WSW,14,0,1015.92,0,Mostly Cloudy
2022-11-01 11:51:00,17,15,87,WSW,14,0,1015.92,0,Mostly Cloudy
2022-11-01 12:19:00,18,16,84,SW,16,0,1015.58,0,Mostly Cloudy
2022-11-01 12:45:00,18,16,88,SW,24,0,1015.58,0,Mostly Cloudy
2022-11-01 12:51:00,18,16,84,WSW,23,0,1015.58,0,Mostly Cloudy
2022-11-01 13:51:00,19,14,75,W,21,0,1014.9,0,Mostly Cloudy
2022-11-01 14:34:00,20,14,70,WNW,16,0,1014.56,0,Mostly Cloudy
2022-11-01 14:51:00,21,14,65,NW,19,0,1014.56,0,Mostly Cloudy
