DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2023-10-01 00:51:00,16,14,90,N,19,0,1021.34,0,Partly Cloudy
2023-10-01 01:51:00,16,14,93,N,14,0,1021.0,0,Fair
2023-10-01 02:51:00,16,14,93,N,16,0,1021.0,0,Fair
2023-10-01 03:51:00,16,14,93,NNW,21,0,1020.66,0,Fair
2023-10-01 04:51:00,16,14,93,N,21,0,1020.66,0,Fair
2023-10-01 05:51:00,16,14,90,N,14,0,1021.0,0,Fair
2023-10-01 06:51:00,15,14,93,N,14,0,1022.01,0,Fair
2023-10-01 07:51:00,16,14,90,NNW,16,0,1022.35,0,Mostly Cloudy
2023-10-01 08:51:00,17,14,84,N,14,0,1022.35,0,Mostly Cloudy
2023-10-01 09:51:00,19,14,73,N,16,0,1022.35,0,Mostly Cloudy
2023-10-01 10:51:00,21,14,65,N,21,0,1022.35,0,Partly Cloudy
2023-10-01 11:51:00,22,13,57,N,23,0,1022.35,0,Partly Cloudy
2023-10-01 12:51:00,23,14,55,N,21,0,1021.67,0,Partly Cloudy
2023-10-01 13:51:00,24,14,54,NNW,21,0,1021.0,0,Partly Cloudy
2023-10-01 14:51:00,24,14,54,N,16,0,1020.32,0,Partly Cloudy
2023-10-01 15:51:00,25,14,52,N,16,0,1019.98,0,Partly Cloudy
2023-10-01 16:51:00,24,14,54,N,16,0,1019.98,0,Fair
2023-10-01 17:51:00,24,15,57,N,21,0,1019.98,0,Fair
2023-10-01 18:51:00,23,15,61,N,19,0,1020.32,0,Fair
2023-10-01 19:51:00,22,15,66,N,14,0,1020.32,0,Fair
2023-10-01 20:51:00,21,14,65,N,11,0,1020.66,0,Fair
2023-10-01 21:51:00,21,14,68,N,21,0,1020.66,0,Fair
2023-10-01 22:51:00,19,14,73,N,13,0,1020.66,0,Fair
2023-10-01 23:51:00,19,15,76,N,19,0,1020.66,0,Fair
2023-10-02 00:51:00,18,14,78,N,8,0,1020.66,0,Fair
2023-10-02 01:51:00,18,15,81,N,13,0,1021.0,0,Fair
2023-10-02 02:51:00,18,15,81,N,16,0,1021.0,0,Fair
2023-10-02 03:51:00,18,15,81,N,16,0,1021.0,0,Fair
2023-10-02 04:51:00,17,15,87,N,13,0,1021.34,0,Partly Cloudy
2023-10-02 05:51:00,17,15,87,N,14,0,1021.67,0,Fair
2023-10-02 06:51:00,17,15,87,N,19,0,1022.01,0,Fair
2023-10-02 07:51:00,18,15,81,N,16,0,1022.01,0,Fair
2023-10-02 08:51:00,21,15,70,NNE,14,0,1022.35,0,Fair
2023-10-02 09:51:00,22,16,68,NNE,24,0,1022.35,0,Partly Cloudy
2023-10-02 10:51:00,23,16,64,NNE,14,0,1022.35,0,Fair
2023-10-02 11:51:00,24,16,60,N,14,0,1022.35,0,Partly Cloudy
2023-10-02 12:51:00,24,16,58,NNE,16,0,1022.01,0,Fair
2023-10-02 13:51:00,25,16,56,NE,14,0,1021.67,0,Partly Cloudy
2023-10-02 14:51:00,26,15,52,NNE,14,0,1021.34,0,Partly Cloudy
2023-10-02 15:51:00,24,16,58,N,10,0,1021.0,0,Partly Cloudy
2023-10-02 16:51:00,22,17,75,S,13,0,1021.34,0,Partly Cloudy
2023-10-02 17:51:00,21,17,78,S,13,0,1021.34,0,Fair
2023-10-02 18:51:00,19,16,84,S,8,0,1022.01,0,Fair
2023-10-02 19:51:00,18,16,87,SSW,8,0,1022.01,0,Fair
2023-10-02 20:51:00,18,16,87,SW,8,0,1022.35,0,Fair
2023-10-02 21:51:00,17,15,90,SE,10,0,1022.35,0,Fair
