DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2022-01-01 01:51:00,9,9,97,S,13,0,1012.87,0,Cloudy
2022-01-01 02:18:00,9,9,100,S,10,0,1012.87,0,Cloudy
2022-01-01 02:51:00,9,9,100,SSE,8,0,1012.87,0,Fog
2022-01-01 03:09:00,9,9,97,SE,5,0,1012.53,0,Cloudy
2022-01-01 03:51:00,9,9,97,SE,10,0,1012.53,0,Cloudy
2022-01-01 04:15:00,9,9,97,ESE,13,0,1011.85,0,Fog
2022-01-01 04:22:00,9,9,97,ESE,10,0,1011.85,0,Fog
2022-01-01 04:24:00,9,9,97,ESE,8,0,1011.85,0,Fog
2022-01-01 04:51:00,9,9,100,SSE,10,0,1011.51,0,Fog
2022-01-01 05:24:00,9,9,100,SE,11,0,1011.18,0,Fog
2022-01-01 05:37:00,9,9,100,SE,10,0,1010.84,0,Fog
2022-01-01 05:43:00,10,9,96,SE,11,0,1010.84,0,Fog
2022-01-01 05:51:00,10,9,96,SSE,11,0,1010.84,0,Fog
2022-01-01 06:51:00,10,10,100,S,11,0,1010.16,0,Light Rain
2022-01-01 07:51:00,10,10,100,S,13,0,1010.5,0,Fog
2022-01-01 08:51:00,11,11,100,CALM,0,0,1010.5,3,Light Rain
2022-01-01 09:51:00,11,11,100,S,16,0,1010.16,0,Light Rain
2022-01-01 10:51:00,10,10,100,SSW,21,0,1010.84,0,Light Rain
2022-01-01 11:51:00,10,10,100,S,16,0,1009.82,0,Light Rain
2022-01-01 12:51:00,11,11,100,S,14,0,1008.47,0,Light Rain
2022-01-01 13:51:00,11,11,100,SSW,10,0,1007.45,0,Light Rain
2022-01-01 14:51:00,11,11,97,CALM,0,0,1007.11,0,Light Rain
2022-01-01 15:51:00,12,11,96,SSE,8,0,1006.77,0,Light Rain
2022-01-01 16:51:00,11,11,100,SSE,10,0,1006.1,0,Light Drizzle
2022-01-01 17:22:00,11,11,100,CALM,0,0,1006.1,0,Drizzle and Fog
2022-01-01 17:27:00,11,11,100,CALM,0,0,1006.1,0,Drizzle and Fog
2022-01-01 17:38:00,11,11,100,CALM,0,0,1006.44,0,Drizzle and Fog
2022-01-01 17:51:00,11,11,100,SSW,8,0,1006.44,0,Drizzle and Fog
2022-01-01 18:07:00,11,11,100,SSE,8,0,1005.76,0,Drizzle and Fog
2022-01-01 18:22:00,11,11,100,SSE,5,0,1006.1,0,Light Rain
2022-01-01 18:40:00,11,11,100,S,11,0,1006.44,0,Light Rain
2022-01-01 18:51:00,11,11,97,S,8,0,1006.44,0,Light Rain
2022-01-01 19:51:00,11,11,100,CALM,0,0,1006.44,0,Light Rain
2022-01-01 20:51:00,11,11,97,ENE,5,0,1005.42,3,Rain
2022-01-01 21:51:00,11,11,100,ENE,11,0,1004.4,0,Light Rain
