DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2021-07-01 00:51:00,23,22,91,SSW,10,0,1013.21,0,Cloudy
2021-07-01 01:51:00,22,21,93,SW,5,0,1012.53,0,Mostly Cloudy
2021-07-01 02:51:00,23,21,90,WSW,11,0,1012.19,0,Partly Cloudy
2021-07-01 03:51:00,24,22,87,W,11,0,1011.85,0,Partly Cloudy
2021-07-01 04:51:00,24,21,84,W,11,0,1011.51,0,Partly Cloudy
2021-07-01 05:51:00,23,22,91,SW,10,0,1011.51,0,Mostly Cloudy
2021-07-01 06:51:00,25,22,84,W,11,0,1011.51,0,Mostly Cloudy
2021-07-01 07:51:00,26,21,72,NW,10,0,1011.85,0,Mostly Cloudy
2021-07-01 08:51:00,28,20,60,VAR,5,0,1011.85,0,Mostly Cloudy
2021-07-01 09:51:00,29,20,58,SW,8,0,1011.51,0,Mostly Cloudy
2021-07-01 10:51:00,31,19,51,SW,14,0,1011.51,0,Mostly Cloudy
2021-07-01 11:51:00,29,20,58,SSW,14,0,1011.51,0,Mostly Cloudy
2021-07-01 12:51:00,28,20,60,SSW,14,0,1011.18,0,Cloudy
2021-07-01 13:28:00,25,22,82,NW,26,37,1011.51,0,Light Rain
2021-07-01 13:51:00,24,21,82,NNW,14,0,1011.18,0,Light Rain
2021-07-01 14:51:00,24,21,82,ESE,10,0,1010.84,0,Cloudy
2021-07-01 15:51:00,26,22,79,SE,13,0,1009.82,0,Mostly Cloudy
2021-07-01 16:51:00,26,21,76,ESE,11,0,1009.48,0,Mostly Cloudy
2021-07-01 17:51:00,24,22,87,SE,5,0,1008.81,0,Light Rain
2021-07-01 18:08:00,23,22,91,ESE,10,0,1008.81,3,T-Storm
2021-07-01 18:17:00,23,22,91,SSE,11,0,1009.14,3,T-Storm
2021-07-01 18:51:00,22,22,97,SE,10,0,1009.14,8,T-Storm
2021-07-01 19:08:00,22,22,97,SE,14,0,1009.14,3,T-Storm
2021-07-01 19:22:00,22,22,97,ESE,16,0,1008.81,3,Light Rain
2021-07-01 19:51:00,22,22,97,SE,13,0,1008.81,3,Light Rain
2021-07-01 20:24:00,22,21,93,ESE,13,0,1008.13,3,Light Rain
2021-07-01 20:51:00,22,21,93,SE,11,0,1008.13,3,Light Rain
2021-07-01 21:51:00,22,21,93,SE,8,0,1008.13,0,Cloudy
2021-07-01 22:11:00,22,21,93,SSE,8,0,1008.13,0,Cloudy
