DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2013-05-31 23:51:00,19,16,84,S,8,0,1016.59,0,Partly Cloudy
2013-06-01 00:51:00,19,17,87,SSW,10,0,1016.59,0,Partly Cloudy
2013-06-01 01:51:00,18,16,87,SSW,11,0,1016.26,0,Partly Cloudy
2013-06-01 02:51:00,18,17,90,SSW,10,0,1016.26,0,Fair
2013-06-01 03:51:00,18,16,90,S,5,0,1015.92,0,Fair
2013-06-01 04:51:00,18,16,90,S,8,0,1016.26,0,Fair
2013-06-01 05:51:00,18,17,90,SSE,10,0,1016.26,0,Fair
2013-06-01 06:51:00,19,18,90,SSW,11,0,1016.59,0,Fair
2013-06-01 07:51:00,21,18,81,S,8,0,1016.59,0,Fair
2013-06-01 08:51:00,23,18,76,SSW,11,0,1016.93,0,Fair
2013-06-01 09:51:00,24,18,69,S,13,0,1016.26,0,Fair
2013-06-01 10:51:00,25,18,66,S,11,0,1015.92,0,Fair
2013-06-01 11:51:00,25,18,66,S,19,0,1016.26,0,Partly Cloudy
2013-06-01 12:51:00,24,18,67,SSE,16,0,1015.58,0,Partly Cloudy
2013-06-01 13:51:00,25,18,66,S,19,0,1014.9,0,Partly Cloudy
2013-06-01 14:51:00,25,18,64,S,27,0,1014.22,0,Partly Cloudy
2013-06-01 15:51:00,24,18,67,S,37,51,1013.89,0,Partly Cloudy / Windy
2013-06-01 16:51:00,24,18,69,S,35,0,1013.89,0,Partly Cloudy / Windy
2013-06-01 17:51:00,24,18,69,S,35,48,1012.87,0,Partly Cloudy / Windy
2013-06-01 18:51:00,22,17,73,S,37,0,1012.87,0,Partly Cloudy / Windy
2013-06-01 19:51:00,21,17,81,S,34,0,1013.21,0,Partly Cloudy / Windy
2013-06-01 20:51:00,19,17,84,S,27,0,1013.55,0,Partly Cloudy
2013-06-01 21:51:00,19,17,87,S,24,0,1013.55,0,Fair
2013-06-01 22:51:00,19,17,87,S,14,0,1013.55,0,Fair
2013-06-01 23:51:00,19,17,87,S,11,0,1013.55,0,Fair
2013-06-02 00:51:00,18,16,90,S,14,0,1013.21,0,Fair
2013-06-02 01:51:00,17,16,90,S,13,0,1012.87,0,Fair
2013-06-02 02:51:00,17,16,90,S,14,0,1011.85,0,Fair
2013-06-02 03:51:00,17,16,90,S,16,0,1012.19,0,Fair
2013-06-02 04:51:00,17,16,93,S,14,0,1011.85,0,Fair
2013-06-02 05:51:00,18,17,93,S,14,0,1011.85,0,Fair
2013-06-02 06:51:00,18,17,90,S,16,0,1011.85,0,Partly Cloudy
2013-06-02 07:51:00,19,17,84,S,21,0,1011.85,0,Fair
2013-06-02 08:51:00,21,17,81,S,19,0,1011.51,0,Partly Cloudy
2013-06-02 09:51:00,21,17,78,S,19,0,1011.18,0,Partly Cloudy
2013-06-02 10:51:00,23,18,73,S,24,0,1011.18,0,Partly Cloudy
2013-06-02 11:51:00,23,17,71,S,24,0,1011.18,0,Partly Cloudy
2013-06-02 12:51:00,22,17,71,S,29,0,1010.84,0,Mostly Cloudy
2013-06-02 13:51:00,22,17,71,S,32,0,1010.5,0,Partly Cloudy
2013-06-02 14:51:00,23,17,68,S,29,45,1009.48,0,Mostly Cloudy
2013-06-02 15:51:00,23,17,68,S,34,45,1009.14,0,Mostly Cloudy / Windy
2013-06-02 16:51:00,21,16,73,S,32,42,1008.81,0,Mostly Cloudy
2013-06-02 17:51:00,21,17,76,S,34,40,1008.47,0,Mostly Cloudy / Windy
2013-06-02 18:51:00,19,16,84,S,29,0,1008.81,0,Cloudy
2013-06-02 19:51:00,19,16,84,S,21,0,1009.14,0,Mostly Cloudy
2013-06-02 20:51:00,18,16,84,S,16,0,1010.16,0,Mostly Cloudy
2013-06-02 21:51:00,21,17,78,SSW,10,0,1009.82,0,Mostly Cloudy
2013-06-02 22:51:00,18,17,90,SSW,21,0,1010.16,0,Cloudy
2013-06-02 23:51:00,18,17,90,S,8,0,1010.16,0,Cloudy
2013-06-03 00:51:00,19,18,93,S,10,0,1009.82,0,Cloudy
2013-06-03 01:51:00,19,18,90,S,16,0,1010.16,0,Cloudy
2013-06-03 02:51:00,20,18,90,SW,24,0,1010.5,0,Cloudy
2013-06-03 03:51:00,20,19,93,SW,13,0,1009.82,3,Cloudy
2013-06-03 04:51:00,20,19,93,SW,11,0,1009.48,0,Cloudy
2013-06-03 05:51:00,18,17,96,S,19,0,1010.16,0,Cloudy
2013-06-03 06:19:00,18,17,94,SSW,19,0,1010.84,0,Cloudy
2013-06-03 06:51:00,18,18,97,S,19,0,1010.16,0,Mostly Cloudy
2013-06-03 07:42:00,18,17,94,S,14,0,1010.5,0,Cloudy
2013-06-03 07:51:00,18,17,96,SSW,14,0,1010.16,0,Cloudy
2013-06-03 08:21:00,18,17,94,S,14,0,1010.84,0,Cloudy
2013-06-03 08:29:00,18,17,94,SSW,11,0,1010.84,0,Cloudy
2013-06-03 08:40:00,18,18,100,S,19,0,1011.18,0,Cloudy
2013-06-03 08:51:00,19,18,93,SSW,19,0,1010.5,3,Cloudy
2013-06-03 09:17:00,19,19,100,SSW,16,0,1010.84,3,Cloudy
2013-06-03 09:51:00,19,18,96,S,14,0,1010.84,3,Cloudy
2013-06-03 10:07:00,18,17,94,S,10,0,1010.16,0,Cloudy
2013-06-03 10:24:00,18,18,100,S,11,0,1010.5,3,Mostly Cloudy
2013-06-03 10:40:00,19,18,94,S,16,0,1010.84,3,Mostly Cloudy
2013-06-03 10:51:00,18,18,97,S,21,0,1010.5,3,Cloudy
2013-06-03 11:16:00,18,18,100,SSW,10,0,1010.84,0,Mostly Cloudy
2013-06-03 11:51:00,19,17,90,S,10,0,1010.84,0,Mostly Cloudy
2013-06-03 12:51:00,23,19,81,NNE,8,0,1010.16,0,Mostly Cloudy
2013-06-03 13:51:00,24,19,71,CALM,0,0,1009.82,0,Mostly Cloudy
