DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2017-12-01 01:51:00,9,8,93,WSW,10,0,1016.59,0,Cloudy
2017-12-01 02:02:00,10,8,89,WSW,11,0,1016.59,0,Cloudy
2017-12-01 02:51:00,9,8,93,SW,8,0,1016.59,0,Cloudy
2017-12-01 03:51:00,9,8,93,WSW,10,0,1016.59,0,Cloudy
2017-12-01 04:10:00,9,8,93,W,11,0,1016.59,0,Cloudy
2017-12-01 04:51:00,9,7,89,W,11,0,1016.59,0,Partly Cloudy
2017-12-01 05:51:00,9,6,83,NW,24,0,1017.61,0,Partly Cloudy
2017-12-01 06:51:00,8,4,79,NNW,23,0,1018.63,0,Fair
2017-12-01 07:51:00,7,3,76,NNW,23,0,1019.98,0,Fair
2017-12-01 08:51:00,8,2,68,NNW,11,0,1020.66,0,Partly Cloudy
2017-12-01 09:51:00,9,2,63,NW,27,0,1021.0,0,Fair
2017-12-01 10:51:00,10,2,57,NNW,24,0,1021.67,0,Fair
2017-12-01 11:51:00,11,1,50,NNW,23,0,1021.67,0,Fair
2017-12-01 12:51:00,11,0,47,NNW,16,0,1021.67,0,Partly Cloudy
2017-12-01 13:51:00,11,-1,45,N,19,0,1021.34,0,Fair
2017-12-01 14:51:00,11,-1,45,NNW,19,0,1021.34,0,Fair
2017-12-01 15:51:00,11,-1,45,NW,24,0,1021.67,0,Fair
2017-12-01 16:51:00,10,0,50,NNW,23,0,1022.35,0,Fair
2017-12-01 17:51:00,9,-1,50,NW,21,0,1023.37,0,Fair
2017-12-01 18:51:00,8,-1,54,NW,13,0,1024.04,0,Fair
2017-12-01 19:51:00,8,-1,56,NNW,21,0,1024.38,0,Fair
2017-12-01 20:51:00,7,-1,58,NNW,14,0,1025.06,0,Partly Cloudy
2017-12-01 21:51:00,6,-1,62,NNE,13,0,1025.4,0,Partly Cloudy
2017-12-01 22:51:00,6,-1,65,NNE,10,0,1025.4,0,Fair
2017-12-01 23:51:00,5,-1,67,NNE,11,0,1025.74,0,Fair
2017-12-02 00:51:00,4,-1,70,NE,13,0,1025.74,0,Fair
2017-12-02 01:51:00,3,-1,73,NE,10,0,1025.4,0,Fair
2017-12-02 02:51:00,3,-2,73,NNE,5,0,1026.08,0,Partly Cloudy
2017-12-02 03:51:00,3,-2,70,NNW,10,0,1026.41,0,Partly Cloudy
2017-12-02 04:51:00,3,-1,76,N,8,0,1026.41,0,Partly Cloudy
2017-12-02 05:51:00,3,-1,76,N,8,0,1026.08,0,Partly Cloudy
2017-12-02 06:51:00,2,-1,82,N,10,0,1026.08,0,Partly Cloudy
2017-12-02 07:51:00,2,-1,79,N,11,0,1026.41,0,Cloudy
2017-12-02 08:51:00,3,-1,76,N,8,0,1027.09,0,Partly Cloudy
2017-12-02 09:51:00,6,1,70,NNE,8,0,1026.75,0,Partly Cloudy
2017-12-02 10:51:00,7,0,63,VAR,5,0,1026.75,0,Mostly Cloudy
2017-12-02 11:51:00,8,-1,54,CALM,0,0,1026.08,0,Mostly Cloudy
2017-12-02 12:51:00,9,-2,48,WSW,10,0,1025.4,0,Mostly Cloudy
2017-12-02 13:51:00,9,-1,50,CALM,0,0,1024.38,0,Mostly Cloudy
2017-12-02 14:51:00,8,-1,54,S,10,0,1024.04,0,Mostly Cloudy
2017-12-02 15:51:00,8,1,61,S,10,0,1024.04,0,Mostly Cloudy
2017-12-02 16:51:00,7,1,68,S,8,0,1024.04,0,Cloudy
2017-12-02 17:51:00,7,1,68,E,5,0,1024.38,0,Mostly Cloudy
2017-12-02 18:51:00,7,1,68,SE,5,0,1024.72,0,Cloudy
2017-12-02 19:51:00,6,2,74,ESE,10,0,1024.38,0,Cloudy
2017-12-02 20:51:00,6,1,71,ESE,8,0,1024.04,0,Mostly Cloudy
2017-12-02 21:51:00,4,1,79,CALM,0,0,1024.04,0,Partly Cloudy
2017-12-02 22:51:00,4,1,79,NE,8,0,1024.04,0,Partly Cloudy
2017-12-02 23:51:00,4,1,79,NE,8,0,1024.04,0,Mostly Cloudy
2017-12-03 00:51:00,4,1,82,NNE,5,0,1024.04,0,Mostly Cloudy
2017-12-03 01:51:00,4,1,82,E,10,0,1023.37,0,Mostly Cloudy
2017-12-03 02:51:00,3,1,89,E,10,0,1023.03,0,Mostly Cloudy
2017-12-03 03:51:00,3,1,89,NE,10,0,1023.03,0,Mostly Cloudy
2017-12-03 04:51:00,4,2,86,NE,11,0,1023.03,0,Cloudy
2017-12-03 05:51:00,4,2,83,ENE,10,0,1023.03,0,Cloudy
2017-12-03 06:51:00,5,2,82,E,8,0,1023.37,0,Cloudy
2017-12-03 07:51:00,5,3,86,ENE,11,0,1023.03,0,Cloudy
2017-12-03 08:51:00,6,3,82,E,5,0,1023.03,0,Cloudy
2017-12-03 09:51:00,7,3,76,E,8,0,1023.71,0,Cloudy
2017-12-03 10:51:00,7,2,71,ENE,13,0,1023.71,0,Cloudy
2017-12-03 11:51:00,8,3,71,ENE,11,0,1023.03,0,Mostly Cloudy
2017-12-03 12:51:00,9,4,71,E,8,0,1022.69,0,Cloudy
2017-12-03 13:51:00,9,4,74,ESE,13,0,1022.01,0,Cloudy
2017-12-03 14:51:00,9,5,77,E,8,0,1022.01,0,Cloudy
2017-12-03 15:51:00,9,4,74,ENE,8,0,1022.35,0,Cloudy
2017-12-03 16:51:00,9,5,77,E,11,0,1022.35,0,Mostly Cloudy
2017-12-03 17:51:00,8,5,83,E,8,0,1023.03,0,Cloudy
2017-12-03 18:51:00,8,5,83,ENE,5,0,1023.71,0,Cloudy
2017-12-03 19:51:00,7,4,80,NNE,5,0,1024.04,0,Mostly Cloudy
2017-12-03 20:51:00,7,4,80,NE,5,0,1024.38,0,Mostly Cloudy
2017-12-03 21:51:00,6,3,82,NNE,8,0,1024.72,0,Mostly Cloudy
2017-12-03 22:51:00,6,3,85,N,10,0,1025.4,0,Partly Cloudy
2017-12-03 23:51:00,6,3,85,NE,5,0,1025.74,0,Fair
2017-12-04 00:51:00,6,3,85,N,8,0,1026.08,0,Fair
2017-12-04 01:51:00,4,3,89,NNW,5,0,1026.41,0,Fair
2017-12-04 02:51:00,3,3,97,ENE,8,0,1026.41,0,Fair
2017-12-04 03:51:00,3,3,100,N,10,0,1027.09,0,Fair
2017-12-04 04:51:00,3,3,100,N,5,0,1027.43,0,Fair
2017-12-04 05:51:00,3,2,96,NNE,10,0,1027.77,0,Fair
2017-12-04 06:51:00,3,3,100,NNE,11,0,1028.11,0,Fair
2017-12-04 07:51:00,3,3,97,NNE,10,0,1029.46,0,Partly Cloudy
2017-12-04 08:51:00,4,3,96,NE,10,0,1030.14,0,Mostly Cloudy
2017-12-04 09:51:00,6,4,89,NE,10,0,1030.82,0,Mostly Cloudy
2017-12-04 10:51:00,8,4,77,E,11,0,1031.16,0,Partly Cloudy
2017-12-04 11:51:00,9,4,69,ESE,8,0,1031.16,0,Partly Cloudy
2017-12-04 12:51:00,10,4,66,SE,10,0,1030.82,0,Partly Cloudy
2017-12-04 13:51:00,9,3,66,SSE,10,0,1030.48,0,Partly Cloudy
2017-12-04 14:51:00,10,4,66,ESE,14,0,1029.8,0,Partly Cloudy
2017-12-04 15:51:00,10,5,71,ESE,16,0,1030.14,0,Mostly Cloudy
2017-12-04 16:51:00,9,4,74,ESE,13,0,1030.48,0,Cloudy
2017-12-04 17:51:00,8,4,79,ESE,11,0,1030.14,0,Mostly Cloudy
2017-12-04 18:51:00,9,5,77,SE,14,0,1029.8,0,Cloudy
2017-12-04 19:51:00,9,4,71,SSE,14,0,1030.14,0,Cloudy
2017-12-04 20:51:00,9,4,71,SE,21,0,1030.14,0,Cloudy
2017-12-04 21:51:00,9,4,71,SSE,19,0,1030.14,0,Mostly Cloudy
2017-12-04 22:51:00,9,5,74,SE,19,0,1030.14,0,Mostly Cloudy
2017-12-04 23:51:00,9,4,71,SSE,19,0,1030.14,0,Mostly Cloudy
2017-12-05 00:51:00,10,4,68,SSE,23,0,1029.46,0,Cloudy
2017-12-05 01:51:00,10,5,71,SSE,19,0,1028.79,0,Cloudy
2017-12-05 02:51:00,10,5,71,SSE,21,0,1028.45,0,Cloudy
2017-12-05 03:51:00,11,6,74,SSE,27,0,1027.43,0,Cloudy
2017-12-05 04:51:00,11,7,77,SSE,23,0,1027.09,0,Cloudy
2017-12-05 05:51:00,11,7,77,SSE,21,0,1026.41,0,Cloudy
2017-12-05 06:51:00,11,8,80,SSE,27,0,1025.4,0,Cloudy
2017-12-05 07:12:00,11,8,80,SSE,29,0,1025.4,0,Cloudy
2017-12-05 07:51:00,11,8,83,SSE,29,39,1025.4,0,Cloudy
2017-12-05 08:51:00,12,9,86,SSE,32,0,1025.06,0,Cloudy
2017-12-05 09:51:00,12,10,89,SSE,27,0,1024.04,0,Cloudy
2017-12-05 10:51:00,12,11,93,SE,32,45,1023.03,0,Cloudy
2017-12-05 11:51:00,13,12,93,SSE,35,48,1021.34,0,Cloudy / Windy
2017-12-05 12:51:00,14,12,87,S,34,45,1020.32,0,Cloudy / Windy
2017-12-05 13:51:00,13,12,93,S,27,0,1018.96,0,Cloudy
2017-12-05 14:51:00,14,13,93,S,32,0,1017.61,0,Cloudy
2017-12-05 15:51:00,14,13,93,S,45,58,1016.93,0,Cloudy / Windy
2017-12-05 16:51:00,14,13,93,S,42,48,1016.59,0,Cloudy / Windy
2017-12-05 17:46:00,13,13,100,S,40,53,1015.58,0,Cloudy / Windy
2017-12-05 17:51:00,13,13,100,S,42,53,1015.58,0,Cloudy / Windy
2017-12-05 18:06:00,13,13,100,S,40,56,1015.58,0,Cloudy / Windy
2017-12-05 18:51:00,13,13,100,S,39,53,1014.56,0,Fog / Windy
2017-12-05 19:51:00,14,14,100,S,39,58,1013.55,0,Fog / Windy
2017-12-05 20:04:00,13,13,100,S,39,51,1013.21,0,Fog / Windy
2017-12-05 20:46:00,13,13,100,S,45,61,1012.87,0,Fog / Windy
2017-12-05 21:51:00,13,13,100,S,40,51,1012.19,0,Fog / Windy
2017-12-05 22:51:00,13,13,100,SSW,24,0,1012.19,3,Heavy Rain
2017-12-05 23:37:00,13,13,100,SSW,21,0,1011.51,3,Rain
2017-12-05 23:51:00,13,13,100,SSW,19,0,1011.51,3,Rain
2017-12-06 00:32:00,13,13,100,SSW,19,0,1010.16,3,Light Rain
2017-12-06 00:51:00,13,13,100,S,21,0,1009.82,3,Light Rain
2017-12-06 01:51:00,12,12,100,SSW,19,0,1009.48,0,Light Rain
2017-12-06 02:28:00,13,13,100,SW,23,0,1009.82,0,Fog
2017-12-06 02:36:00,13,13,100,SSW,14,0,1009.48,0,Light Rain
2017-12-06 02:51:00,12,12,100,SSW,13,0,1009.48,0,Cloudy
2017-12-06 03:51:00,12,12,100,WSW,11,0,1009.48,0,Cloudy
2017-12-06 04:42:00,12,12,97,WNW,50,63,1010.5,0,Cloudy / Windy
2017-12-06 04:51:00,11,8,83,NW,42,60,1010.84,0,Light Rain / Windy
2017-12-06 05:11:00,11,7,80,WNW,35,42,1011.51,0,Cloudy / Windy
2017-12-06 05:21:00,11,7,80,WNW,29,40,1011.85,0,Cloudy
2017-12-06 05:51:00,10,6,74,WNW,21,0,1011.51,0,Cloudy
2017-12-06 06:51:00,10,3,63,W,19,0,1012.87,0,Cloudy
2017-12-06 07:51:00,8,-4,42,W,32,0,1013.89,0,Cloudy
2017-12-06 08:51:00,8,-5,40,W,26,47,1014.56,0,Mostly Cloudy
2017-12-06 09:51:00,7,-6,40,W,29,0,1015.24,0,Mostly Cloudy
2017-12-06 10:51:00,6,-6,43,WNW,24,37,1016.26,0,Mostly Cloudy
2017-12-06 11:51:00,6,-8,38,WNW,35,45,1015.92,0,Mostly Cloudy / Windy
2017-12-06 12:51:00,6,-7,40,W,26,0,1015.58,0,Mostly Cloudy
2017-12-06 13:51:00,6,-7,40,W,21,0,1014.9,0,Mostly Cloudy
2017-12-06 14:51:00,6,-8,38,W,26,0,1014.56,0,Mostly Cloudy
2017-12-06 15:51:00,6,-7,40,WSW,23,0,1014.9,0,Mostly Cloudy
2017-12-06 16:51:00,6,-7,40,W,26,0,1014.9,0,Mostly Cloudy
2017-12-06 17:51:00,6,-7,40,W,26,0,1015.58,0,Mostly Cloudy
2017-12-06 18:51:00,6,-7,41,W,24,0,1015.92,0,Mostly Cloudy
