DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2013-02-01 00:51:00,-1,-14,38,W,37,58,1008.81,0,Fair / Windy
2013-02-01 01:51:00,-2,-12,47,W,34,47,1009.48,0,Fair / Windy
2013-02-01 02:51:00,-2,-12,47,W,34,48,1009.82,0,Fair / Windy
2013-02-01 03:51:00,-1,-12,45,W,37,51,1009.82,0,Fair / Windy
2013-02-01 04:51:00,-2,-11,49,WSW,34,0,1009.48,0,Fair / Windy
2013-02-01 05:51:00,-2,-11,51,WSW,34,51,1009.82,0,Fair / Windy
2013-02-01 06:51:00,-1,-11,47,WSW,35,50,1010.16,0,Partly Cloudy / Windy
2013-02-01 07:51:00,-1,-12,45,W,29,0,1010.84,0,Mostly Cloudy
2013-02-01 08:51:00,-1,-12,45,W,23,0,1010.84,0,Mostly Cloudy
2013-02-01 09:51:00,-1,-13,41,W,24,0,1011.18,0,Mostly Cloudy
2013-02-01 10:51:00,-1,-13,40,WNW,24,0,1011.51,0,Mostly Cloudy
2013-02-01 11:51:00,-1,-14,36,WNW,32,42,1011.18,0,Cloudy
2013-02-01 12:51:00,-1,-15,33,NNW,37,45,1010.84,0,Mostly Cloudy / Windy
2013-02-01 13:51:00,-1,-17,29,NW,29,51,1011.51,0,Mostly Cloudy
2013-02-01 14:51:00,-1,-17,28,NW,34,0,1011.85,0,Mostly Cloudy / Windy
2013-02-01 15:51:00,-1,-16,31,NW,40,61,1012.87,0,Mostly Cloudy / Windy
2013-02-01 16:51:00,-1,-16,33,NW,37,51,1014.9,0,Mostly Cloudy / Windy
2013-02-01 17:51:00,-1,-16,33,WNW,35,51,1016.26,0,Mostly Cloudy / Windy
2013-02-01 18:51:00,-2,-12,47,WNW,39,47,1017.95,0,Mostly Cloudy / Windy
2013-02-01 19:51:00,-3,-12,49,NW,34,0,1019.3,0,Partly Cloudy / Windy
2013-02-01 20:51:00,-3,-12,49,NW,27,0,1020.66,0,Fair
2013-02-01 21:51:00,-3,-13,45,NW,35,45,1021.34,0,Partly Cloudy / Windy
2013-02-01 22:51:00,-4,-11,58,W,21,0,1022.35,0,Fair
2013-02-01 23:51:00,-4,-12,53,W,23,37,1023.03,0,Fair
2013-02-02 00:51:00,-4,-13,49,WNW,29,39,1023.71,0,Fair
2013-02-02 01:51:00,-4,-14,48,W,27,35,1023.71,0,Fair
2013-02-02 02:51:00,-5,-14,48,W,29,42,1024.38,0,Partly Cloudy
2013-02-02 03:51:00,-6,-14,51,W,23,0,1025.06,0,Partly Cloudy
2013-02-02 04:51:00,-6,-14,51,W,26,35,1025.06,0,Fair
2013-02-02 05:51:00,-6,-15,50,W,24,34,1025.06,0,Fair
2013-02-02 06:51:00,-7,-15,52,WNW,19,0,1025.06,0,Fair
2013-02-02 07:51:00,-7,-15,52,WNW,19,0,1025.74,0,Fair
2013-02-02 08:51:00,-6,-15,50,W,16,0,1026.08,0,Partly Cloudy
2013-02-02 09:51:00,-6,-14,51,W,19,0,1026.08,0,Partly Cloudy
2013-02-02 10:51:00,-4,-14,48,WSW,13,0,1025.74,0,Partly Cloudy
2013-02-02 11:51:00,-4,-13,49,WSW,14,0,1024.72,0,Partly Cloudy
2013-02-02 12:51:00,-3,-13,47,WSW,21,0,1024.04,0,Mostly Cloudy
2013-02-02 13:51:00,-2,-14,41,SSW,23,29,1022.69,0,Mostly Cloudy
2013-02-02 14:51:00,-1,-16,32,SW,27,34,1021.34,0,Mostly Cloudy
2013-02-02 15:51:00,-2,-16,35,WSW,24,34,1020.66,0,Mostly Cloudy
2013-02-02 16:51:00,-2,-15,36,WSW,27,0,1020.32,0,Cloudy
2013-02-02 17:51:00,-2,-14,38,WSW,19,0,1019.64,0,Cloudy
