DateTime,Temperature (°C),Dew Point (°C),Humidity (%),Wind,Wind Speed (km/h),Wind Gust (km/h),Pressure (hPa),Precip. (mm),Condition
2021-09-01 00:51:00,25,20,74,WSW,10,0,1009.14,0,Cloudy
2021-09-01 01:51:00,25,18,66,NW,8,0,1008.81,0,Cloudy
2021-09-01 02:51:00,24,19,74,SSE,5,0,1008.47,0,Cloudy
2021-09-01 03:51:00,24,21,82,SSW,5,0,1008.81,0,Cloudy
2021-09-01 04:51:00,23,21,87,NNW,5,0,1008.81,0,Cloudy
2021-09-01 05:51:00,23,21,87,SW,10,0,1009.48,0,Light Rain
2021-09-01 06:51:00,23,21,87,NW,11,0,1009.48,0,Light Rain
2021-09-01 07:51:00,22,21,91,NNE,13,0,1009.14,0,Light Rain
2021-09-01 08:51:00,22,21,93,NNE,14,0,1009.14,0,Light Rain
2021-09-01 09:51:00,21,20,93,NNE,11,0,1009.82,3,Light Rain
2021-09-01 10:51:00,22,20,87,NNE,19,0,1009.48,0,Cloudy
2021-09-01 11:51:00,22,20,87,NE,21,0,1008.47,0,Cloudy
2021-09-01 12:31:00,23,20,84,NE,16,0,1008.47,0,Cloudy
2021-09-01 12:51:00,23,19,81,ENE,23,0,1008.13,0,Cloudy
2021-09-01 13:51:00,22,21,91,NE,16,0,1007.45,3,Light Rain
2021-09-01 14:51:00,23,21,87,NE,16,0,1007.11,0,Cloudy
2021-09-01 15:51:00,23,20,82,ENE,23,0,1005.76,0,Cloudy
2021-09-01 16:51:00,22,19,81,ENE,29,40,1005.76,0,Cloudy
2021-09-01 17:51:00,21,19,90,ENE,29,40,1005.08,0,Cloudy
2021-09-01 18:51:00,21,20,96,NE,45,51,1003.39,3,Light Rain / Windy
2021-09-01 19:27:00,21,20,96,NE,37,48,1002.37,5,Heavy Rain / Windy
2021-09-01 19:51:00,21,21,100,SSE,11,39,1001.36,13,Heavy Rain
2021-09-01 19:57:00,21,21,97,VAR,11,35,1001.02,3,Heavy Rain
2021-09-01 20:17:00,22,21,93,ENE,29,42,1000.34,5,Heavy T-Storm
2021-09-01 20:37:00,23,22,96,ESE,19,39,1000.34,8,Light Rain
2021-09-01 20:51:00,23,22,96,E,42,53,999.66,8,Light Rain / Windy
2021-09-01 21:24:00,24,23,96,SE,37,61,998.65,0,Light Rain with Thunder
2021-09-01 21:51:00,24,24,97,SE,35,50,998.65,3,T-Storm / Windy
2021-09-01 22:18:00,24,23,96,NNW,32,61,998.31,3,Heavy T-Storm
2021-09-01 22:51:00,20,19,96,NNW,24,39,998.99,20,Heavy T-Storm
2021-09-01 23:20:00,19,19,97,N,35,42,998.65,3,Light Rain / Windy
2021-09-01 23:34:00,19,19,100,N,29,45,999.32,5,Heavy Rain
2021-09-01 23:49:00,19,18,94,N,35,50,999.32,13,Heavy Rain / Windy
2021-09-01 23:51:00,19,18,96,N,39,50,999.32,13,Rain / Windy
2021-09-02 00:49:00,18,17,94,N,47,58,999.32,3,Light Rain / Windy
2021-09-02 00:51:00,18,17,96,N,37,58,999.32,3,Light Rain / Windy
2021-09-02 01:40:00,17,17,97,N,42,51,1000.34,5,Light Rain / Windy
2021-09-02 01:51:00,17,16,93,N,40,58,1000.34,5,Light Rain / Windy
2021-09-02 02:51:00,18,16,90,N,32,53,1001.02,0,Mostly Cloudy
2021-09-02 03:51:00,18,17,90,N,29,39,1002.03,0,Mostly Cloudy
2021-09-02 04:51:00,17,15,90,NNW,34,51,1003.39,0,Cloudy / Windy
2021-09-02 05:24:00,16,14,90,NNW,35,51,1004.4,0,Cloudy / Windy
2021-09-02 05:47:00,17,14,82,NNW,37,50,1005.08,0,Cloudy / Windy
2021-09-02 05:51:00,17,14,84,NNW,37,50,1005.08,0,Cloudy / Windy
2021-09-02 06:51:00,17,13,80,NNW,29,45,1006.1,0,Mostly Cloudy
2021-09-02 07:25:00,18,13,75,NNW,26,45,1007.11,0,Partly Cloudy
2021-09-02 07:51:00,17,13,75,N,35,48,1007.45,0,Mostly Cloudy / Windy
2021-09-02 08:51:00,19,12,65,N,35,48,1008.47,0,Partly Cloudy / Windy
2021-09-02 09:51:00,21,12,58,N,37,48,1008.81,0,Fair / Windy
2021-09-02 10:51:00,22,12,55,NNW,34,40,1009.48,0,Fair / Windy
2021-09-02 11:51:00,23,11,46,N,23,40,1009.82,0,Fair
2021-09-02 12:51:00,24,10,41,N,26,0,1010.16,0,Fair
2021-09-02 13:51:00,24,11,42,NW,27,37,1010.5,0,Fair
2021-09-02 14:51:00,25,11,40,NNW,23,34,1010.5,0,Fair
2021-09-02 15:51:00,26,10,37,NW,24,35,1010.5,0,Fair
2021-09-02 16:51:00,25,9,37,NW,27,45,1010.84,0,Partly Cloudy
2021-09-02 17:51:00,25,11,40,NW,29,40,1011.85,0,Partly Cloudy
2021-09-02 18:51:00,23,10,44,NNW,32,0,1012.53,0,Partly Cloudy
2021-09-02 19:51:00,22,10,47,NNW,29,0,1013.55,0,Fair
2021-09-02 20:51:00,21,11,53,NNW,26,0,1014.9,0,Mostly Cloudy
2021-09-02 21:51:00,19,11,57,NNW,21,0,1015.24,0,Partly Cloudy
2021-09-02 22:51:00,19,11,59,N,13,0,1015.24,0,Fair
2021-09-02 23:51:00,18,11,61,NNW,19,0,1015.58,0,Fair
2021-09-03 00:51:00,17,11,65,NNE,10,0,1015.24,0,Fair
2021-09-03 01:51:00,17,11,70,NNE,10,0,1015.24,0,Fair
2021-09-03 02:51:00,16,11,70,N,10,0,1015.24,0,Fair
2021-09-03 03:51:00,16,11,70,NNE,8,0,1015.92,0,Fair
2021-09-03 04:51:00,15,11,78,N,8,0,1015.92,0,Fair
2021-09-03 05:51:00,15,11,75,N,8,0,1016.26,0,Fair
2021-09-03 06:51:00,16,11,72,WNW,14,0,1016.59,0,Fair
2021-09-03 07:51:00,17,11,67,NW,16,0,1017.27,0,Fair
2021-09-03 08:51:00,19,11,60,NNW,19,0,1017.27,0,Fair
2021-09-03 09:51:00,20,11,56,NNW,23,0,1017.27,0,Fair
2021-09-03 10:51:00,21,12,55,NNW,23,34,1016.93,0,Fair
2021-09-03 11:51:00,22,12,53,NW,23,0,1016.93,0,Partly Cloudy
2021-09-03 12:51:00,23,12,51,N,19,29,1016.59,0,Partly Cloudy
2021-09-03 13:51:00,23,12,49,NNW,13,27,1016.59,0,Mostly Cloudy
2021-09-03 14:51:00,22,12,51,NW,19,0,1015.92,0,Mostly Cloudy
2021-09-03 15:51:00,24,11,44,N,11,0,1015.58,0,Mostly Cloudy
2021-09-03 16:51:00,23,11,46,VAR,8,0,1015.58,0,Partly Cloudy
2021-09-03 17:51:00,22,12,51,N,11,0,1015.58,0,Partly Cloudy
2021-09-03 18:51:00,22,12,51,N,13,0,1015.92,0,Partly Cloudy
2021-09-03 19:51:00,21,12,57,N,13,0,1016.59,0,Fair
2021-09-03 20:51:00,21,12,57,NW,14,0,1016.93,0,Fair
2021-09-03 21:51:00,21,12,57,NW,14,0,1017.27,0,Fair
2021-09-03 22:51:00,19,12,61,NW,13,0,1017.27,0,Fair
2021-09-03 23:51:00,19,12,65,NW,11,0,1017.27,0,Fair
2021-09-04 00:51:00,18,12,68,NNW,14,0,1017.27,0,Fair
2021-09-04 01:51:00,18,13,72,NNW,11,0,1016.93,0,Fair
2021-09-04 02:51:00,17,13,75,N,11,0,1016.59,0,Partly Cloudy
2021-09-04 03:51:00,17,13,78,N,11,0,1016.59,0,Partly Cloudy
2021-09-04 04:51:00,17,13,78,N,8,0,1016.59,0,Mostly Cloudy
2021-09-04 05:51:00,17,13,78,NW,10,0,1016.93,0,Mostly Cloudy
2021-09-04 06:51:00,18,13,72,WNW,11,0,1017.27,0,Mostly Cloudy
2021-09-04 07:51:00,19,12,63,WNW,10,0,1017.61,0,Fair
2021-09-04 08:51:00,21,12,57,WNW,11,0,1017.61,0,Partly Cloudy
2021-09-04 09:51:00,22,12,53,WNW,10,0,1017.61,0,Partly Cloudy
2021-09-04 10:51:00,24,12,46,WNW,13,0,1017.27,0,Partly Cloudy
2021-09-04 11:51:00,25,11,42,N,8,0,1016.59,0,Partly Cloudy
2021-09-04 12:51:00,25,11,40,CALM,0,0,1015.92,0,Partly Cloudy
2021-09-04 13:51:00,24,14,52,SSW,21,0,1015.58,0,Partly Cloudy
2021-09-04 14:51:00,25,14,52,SSW,23,0,1014.56,0,Partly Cloudy
2021-09-04 15:51:00,24,16,60,S,27,0,1014.22,0,Partly Cloudy
2021-09-04 16:51:00,23,16,62,S,23,0,1013.89,0,Fair
2021-09-04 17:51:00,23,16,64,S,26,0,1013.55,0,Fair
2021-09-04 18:51:00,22,17,73,SSW,26,0,1013.89,0,Fair
2021-09-04 19:51:00,21,17,76,SSW,23,0,1014.22,0,Fair
2021-09-04 20:51:00,21,17,78,SSW,26,0,1014.56,0,Fair
2021-09-04 21:51:00,21,18,81,SSW,21,0,1014.56,0,Fair
2021-09-04 22:51:00,21,17,76,SSW,19,0,1014.22,0,Mostly Cloudy
2021-09-04 23:51:00,21,17,78,SSW,14,0,1013.89,0,Mostly Cloudy
2021-09-05 00:51:00,20,16,78,SSW,11,0,1013.55,0,Mostly Cloudy
